category,events,points,tid,tname,tc,tbc,tbd
A,2,30,10,TFC,111111,f3f300,111111
A,3,25,9009,Gainz,ffffff,0073b7,ffffff
A,2,25,4230,Team High Rollers,c90101,7dc8e0,4b418c
A,2,23,32,SZ,ffffff,285697,ffd700
A,2,18,2,Team X,f5f7f6,111111,00a65a
A,2,18,2054,ZJRT,ac1d88,0073b7,cdac1f
A,1,18,7026,CICLI STEFANELLI,dea2a2,06060a,ffffff
A,1,18,975,Innovation,000000,52ff33,000000
A,1,18,3964,IndoorSpecialist,ffffff,239bd3,fc6719
A,1,15,36,KISS RT,f56600,012350,84b7ca
A,1,15,2779,FINESSE,f7f915,0ccaff,00a8d6
A,1,13,5782,Van Rysel,ffffff,000000,ffffff
A,1,13,2707,DIRT,29ec34,211208,df6a0d
A,1,11,4,BRT,ffffff,050505,ff8100
A,1,11,5205,Jamison - Cannondale,ffffff,0073b7,ffffff
A,1,11,1167,Palmares,ffffff,0073b7,ffffff
A,1,11,3030,V&Oslash;ST RT,ffffff,ff1b1b,ffffff
A,1,10,2734,PLCC,ffffff,00ff00,000000
A,1,9,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,1,9,3052,KST,ffffff,030000,7d7474
A,1,7,2659,Team MBBC Racing,ffffff,0073b7,ff091e
A,1,7,166,apex racing,ffffff,0073b7,ffffff
A,1,7,7945,NVOKE,ffffff,14284d,3392e1
A,1,7,791,Race3R,000000,2bc3f4,ffffff
A,1,7,1845,VEGAN,ffffff,00a65a,0adb2c
A,1,5,9226,MSC,ffffff,e67e22,ffffff
A,1,3,6381,OTAKAM,ffffff,000000,fff400
A,1,3,3029,SJBC,ffffff,0073b7,ffffff
A,1,3,3265,1D,faf8f8,7a4988,000000
A,1,3,3486,Team Bergziegen,ffffff,000000,ff0000
A,1,3,843,MDCC,ffffff,0073b7,ffffff
A,1,2,9131,Pearl Izumi/Pivot Cycles,ffffff,0073b7,ffffff
B,2,59,1330,teamWKG,fa5e06,3f4c54,3f4c54
B,3,57,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,3,55,7509,MTZT,ffffff,0073b7,ffffff
B,2,42,1986,DBR,ffffff,eb7b2a,ffffff
B,2,38,10,TFC,111111,f3f300,111111
B,1,26,9803,PFL,ffffff,0073b7,ffffff
B,1,26,90,Vikings,c2c2c2,0073b7,ee6331
B,3,25,1845,VEGAN,ffffff,00a65a,0adb2c
B,1,23,9,Vision,ffffff,2ea9e0,000000
B,1,19,3219,Crankalicious,090114,0e9ef0,7ffa1d
B,1,17,4,BRT,ffffff,050505,ff8100
B,1,17,5023,TCC,ffffff,274b62,824b4b
B,1,13,322,Audi,ffffff,0073b7,ffffff
B,1,13,114,MGCC,ffffff,dd4b39,ffffff
B,1,13,25,ZTPL.CC,ffffff,ff1800,ff0000
B,1,11,8116,R1V,ffffff,4e7c9c,ffffff
B,1,11,6051,BAE,ffffff,0084f1,ffff00
B,1,11,2146,ZESP,000000,fabd00,ad1519
B,1,10,2639,HERD,383c3d,fc6719,383c3d
B,1,9,5604,ART,ffffff,2e2c2c,e33131
B,1,9,35,BZR cycling team,f3f300,111111,dd4b39
B,2,8,3936,BASE,000000,ff0000,000000
B,1,7,1965,BIKES-FRANCE,000000,f2ad00,000000
B,1,7,975,Innovation,000000,52ff33,000000
B,1,7,3587,,ffffff,ffffff,ffffff
B,1,7,189,Physio Racing,ffffff,0073b7,ffffff
B,1,4,3315,Team BikePro,ffffff,000000,ffffff
B,1,3,791,Race3R,000000,2bc3f4,ffffff
C,1,18,791,Race3R,000000,2bc3f4,ffffff
C,1,13,2281,TeamNL,ffffff,ffa500,ffa500
C,1,11,25,ZTPL.CC,ffffff,ff1800,ff0000
C,1,11,4733,SST,4bde27,b01bc9,ffffff
C,1,11,7857,[DV],ffffff,0073b7,ffffff
C,1,10,5853,Blueseventy,ffffff,0073b7,ffffff
C,1,9,1963,SLOVENIA,ffffff,95c447,ffffff
C,1,7,4630,TugaZ,ffffff,ff1f00,33735b
C,1,7,4481,NAMZ,ffffff,0073b7,ffffff
C,2,4,3936,BASE,000000,ff0000,000000
C,1,3,2707,DIRT,29ec34,211208,df6a0d
C,1,2,2991,KIRCHMAIR e-Cycling,210606,f2e80d,000103
C,1,1,5096,OSI,ffffff,0073b7,ffff00
D,3,22,3936,BASE,000000,ff0000,000000
D,1,10,2707,DIRT,29ec34,211208,df6a0d
D,1,10,4,BRT,ffffff,050505,ff8100
D,1,7,1965,BIKES-FRANCE,000000,f2ad00,000000
