category,events,points,tid,tname,tc,tbc,tbd
D,1,31,7119,NDCA,ffffff,ffa500,000000
D,1,25,7179,LeeVelo,ffffff,ff0000,ff69b4
D,1,23,90,Vikings,c2c2c2,0073b7,ee6331
D,1,18,2571,Equipe JZQc,ffffff,003399,ffffff
D,1,13,3559,ETC athletics,ffffff,339933,006633
D,1,11,4095,All,ffffff,0073b7,ffffff
D,1,11,5548,ARRODA,ffffff,0073b7,ffffff
D,1,11,2508,NSCC,ffffff,d66975,000000
D,1,9,3339,Cyclonauts,190000,cfcf29,000000
D,1,8,1979,ZHR,ff0000,03228c,03228c
D,1,7,4104,PAA,ffffff,0073b7,06f5d8
D,1,7,5935,HAAMBA,ffffff,0073b7,ffffff
D,1,4,6381,OTAKAM,ffffff,000000,fff400
D,1,3,2738,WATTBIKE,ffffff,000000,ff3535
