category,events,points,tid,tname,tc,tbc,tbd
A,5,97,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,3,46,791,Race3R,000000,2bc3f4,ffffff
A,6,40,90,Vikings,c2c2c2,0073b7,ee6331
A,2,40,4493,ZTPL.CC eRacing,ffffff,ff0000,000000
A,1,29,393,BathCC,ffffff,0073b7,ffffff
A,2,28,2854,FUSION ECT,ffffff,000000,ffffff
A,1,23,4178,ATP Racing,e0ffff,008b8b,00008b
A,2,20,2707,DIRT,29ec34,211208,df6a0d
A,1,15,3073,CLAN KNOX,ffffff,000000,000000
A,1,15,5896,&Aring;CK,ffffff,228b22,000000
A,1,15,1942,ZRG,1bc1f1,3d3d3d,1bc1f1
A,2,14,2281,TeamNL,ffffff,ffa500,ffa500
A,1,13,2019,TOP-FIT,ffffff,000000,ff0000
A,1,11,3636,Ski City,ffffff,0073b7,ffffff
A,1,10,36,KISS RT,f56600,012350,84b7ca
A,1,10,2898,Foudre &#9889;&#65039;,ffffff,81b9e8,ffffff
A,1,7,10,TFC,111111,f3f300,111111
A,1,7,5049,FINESSE ECT,f7f915,0ccaff,000000
A,1,7,4201,WTRL,f5f3f3,8f8f8f,010000
A,1,7,4,BRT,ffffff,050505,ff8100
A,1,6,3933,Splunk&gt;,ffffff,003838,ffffff
A,1,5,4230,Team High Rollers,c90101,7dc8e0,4b418c
A,1,5,5614,CLR,ffffff,09b1a8,000000
A,1,3,161,ZSUN,ffffff,0073b7,ffffff
A,1,3,5531,MIF,ffffff,0073b7,ffffff
B,2,45,90,Vikings,c2c2c2,0073b7,ee6331
B,4,37,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,3,35,2707,DIRT,29ec34,211208,df6a0d
B,2,34,36,KISS RT,f56600,012350,84b7ca
B,2,31,632,CTWT,ffffff,0073b7,ffffff
B,1,31,2105,Cannondale/4iiii,0d0d0d,eef2f5,f27a0b
B,3,29,4,BRT,ffffff,050505,ff8100
B,1,29,2705,NYU,ffffff,0073b7,ffffff
B,1,25,3469,Holmenkollen CK,111e6c,f8dae5,111e6c
B,1,23,5706,NLEC,ffffff,0073b7,ffffff
B,1,19,1929,CS010/Koers,ffffff,000000,00a65a
B,4,18,35,BZR cycling team,f3f300,111111,dd4b39
B,1,18,719,HIK,ffffff,0073b7,ffffff
B,1,18,2281,TeamNL,ffffff,ffa500,ffa500
B,1,18,3265,1D,faf8f8,7a4988,000000
B,1,15,5604,ART,ffffff,2e2c2c,e33131
B,1,15,3933,Splunk&gt;,ffffff,003838,ffffff
B,1,11,843,MDCC,ffffff,0073b7,ffffff
B,1,9,1576,&Oslash;VB,ffffff,0073b7,ffffff
B,1,7,199,CORNOGRANDE,ffffff,0073b7,ffffff
B,1,4,25,ZTPL.CC,ffffff,ff1800,ff0000
B,1,3,4552,INDUSTRI,ffffff,0073b7,ffffff
B,1,3,10,TFC,111111,f3f300,111111
C,13,103,4,BRT,ffffff,050505,ff8100
C,3,33,1986,DBR,ffffff,eb7b2a,ffffff
C,2,20,10,TFC,111111,f3f300,111111
C,1,18,791,Race3R,000000,2bc3f4,ffffff
C,1,7,2571,Equipe JZQc,ffffff,003399,ffffff
C,1,7,5504,PSOF,000000,ffff00,000000
C,2,6,2707,DIRT,29ec34,211208,df6a0d
C,1,2,5109,TeamZL,ffffff,000000,e34b4b
C,1,1,25,ZTPL.CC,ffffff,ff1800,ff0000
D,1,10,4489,TTT,ffffff,0073b7,ffffff
D,1,7,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
