category,events,points,tid,tname,tc,tbc,tbd
A,4,36,4,BRT,ffffff,050505,ff8100
A,1,18,5351,2RR reserve,000000,f0e200,f29913
A,1,15,7560,S/ Dublin Port,ffffff,b0d6fa,ffffff
A,1,10,3518,Team Echelon,000000,00ffea,0a0101
A,1,10,4201,WTRL,d4af37,000000,d4af37
A,1,7,4087,Otley CC,ffffff,00a2e1,000000
A,1,7,6958,WCC,ffffff,050000,ed0909
A,1,7,6870,Sportsolid,ffffff,0073b7,ffffff
A,1,5,3089,FUCC,ffffff,37d96e,ffffff
A,1,5,1,PTz,ffffff,f28312,121110
A,1,5,4225,Team KOTW,ffffff,0073b7,000000
A,1,3,9421,TRIATLON CANOE,106ff7,f7f711,106ff7
B,4,92,3369,IRL,ffffff,000000,00b84a
B,5,59,4,BRT,ffffff,050505,ff8100
B,1,34,10,TFC,111111,f3f300,111111
B,1,31,9134,Chain,0f0d0d,2989bf,ffffff
B,2,20,3089,FUCC,ffffff,37d96e,ffffff
B,1,15,25,ZTPL.CC,ffffff,ff1800,ff0000
B,1,15,8884,TBE,ffffff,0073b7,ffffff
B,1,15,1845,VEGAN,ffffff,00a65a,0adb2c
B,1,13,4201,WTRL,d4af37,000000,d4af37
B,1,13,2991,KIRCHMAIR e-Cycling,210606,f2e80d,000103
B,1,11,5952,Pembs Velo,2703bd,d910d9,2703bd
B,1,9,6676,BUSTINSKIN,ef5000,000000,ef5300
B,2,8,9957,Biciobiker,ffffff,0073b7,ffffff
B,1,7,4136,FastFitnessTips,ffffff,121219,ffff00
B,1,7,220,SCC,ffffff,0073b7,ffffff
B,1,7,5346,Victory Velo Racing,ffffff,0073b7,ffffff
B,1,7,4558,GF 973,ffffff,0073b7,ffffff
B,1,6,6431,CIZL,ffffff,0073b7,ffffff
B,1,5,7680,YXY,ffffff,0073b7,ffffff
B,1,3,2707,DIRT,29ec34,211208,df6a0d
B,1,3,3433,TTD,ffffff,0073b7,ffffff
B,1,2,32,SZ,ffffff,285697,ffd700
B,1,1,8998,CAX TRIATLO,ffffff,0073b7,ffffff
C,6,56,4,BRT,ffffff,050505,ff8100
C,2,20,4630,TugaZ,ffffff,ff1f00,33735b
C,1,18,2991,KIRCHMAIR e-Cycling,210606,f2e80d,000103
C,1,10,7,TeamODZ,ff851b,111111,3c8dbc
C,1,9,5637,PCC &#128693;,ffffff,0073b7,ffffff
C,1,9,25,ZTPL.CC,ffffff,ff1800,ff0000
C,1,7,1330,teamWKG,fa5e06,3f4c54,3f4c54
C,1,7,9665,[E-Tron],ffffff,0073b7,ffffff
C,1,5,8675,MQT,ffffff,0073b7,ffffff
C,1,5,5415,CPT,ffffff,0073b7,ffffff
C,1,5,10127,MTR.CC,ffffff,0073b7,ffffff
D,1,10,4,BRT,ffffff,050505,ff8100
D,1,10,2884,BTC,ffffff,0073b7,ffffff
D,1,10,5637,PCC &#128693;,ffffff,0073b7,ffffff
D,1,7,4201,WTRL,d4af37,000000,d4af37
D,1,7,8288,PROTEU@PT,f0e1e1,e80e0e,120101
D,1,3,90,Vikings,c2c2c2,0073b7,ee6331
