category,events,points,tid,tname,tc,tbc,tbd
A,3,36,8954,&#129333;Team Ali,ffffff,000000,ff0000
A,2,25,4222,2RR,ffffff,1010de,ff0000
A,2,20,975,Innovation,000000,52ff33,000000
A,1,18,1469,TeamZF,f5f5f5,0623a9,cf3a42
A,1,15,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,1,15,10625,PTz e-Racing,b75c07,00ff00,000000
A,2,14,9913,Sea2Sky,ffffff,0073b7,ffffff
A,1,13,36,KISS RT,f56600,012350,84b7ca
A,1,11,1986,DBR,ffffff,eb7b2a,ffffff
A,1,11,1,PTz,ffffff,f28312,121110
A,1,11,9604,T Laureles,000000,a5cbfa,00ff00
A,1,10,4201,WTRL,d4af37,000000,d4af37
A,1,9,1845,VEGAN,ffffff,00a65a,0adb2c
A,1,7,7691,Tri Ireland,ffffff,0073b7,ffffff
A,1,7,3282,POAUTO,004080,89cff0,f2740b
A,1,7,8282,53onze,ffffff,ff0000,000000
A,1,1,7888,Army Cycling,ffffff,0073b7,ffffff
B,7,80,4,BRT,ffffff,050505,ff8100
B,1,18,10,TFC,111111,f3f300,111111
B,1,15,2707,DIRT,29ec34,211208,df6a0d
B,1,13,2407,RCR,ffffff,ff4591,00183c
B,1,13,9983,Bery ((&#128080;)),ffffff,0073b7,ffffff
B,1,13,7457,VLV,ffffff,0073b7,ffffff
B,1,13,8282,53onze,ffffff,ff0000,000000
B,1,13,1330,teamWKG,fa5e06,3f4c54,3f4c54
B,1,11,35,BZR cycling team,f3f300,111111,dd4b39
B,1,11,272,Pilu Racing,ffffff,0073b7,ffffff
B,1,9,2316,ZOOT,ffffff,000000,dbff00
B,1,9,6951,M530,ff0000,ffffff,ffffff
B,1,7,1942,ZRG,1bc1f1,3d3d3d,1bc1f1
B,1,5,5524,UK Armed Forces,ffffff,4f213b,4f213b
B,1,5,4102,CCC,ffffff,0073b7,ffffff
B,1,5,10966,PPCC,e01616,001c33,cfa9a9
B,1,3,8977,RLSCC,dec103,000000,f5f50b
B,1,2,4630,TugaZ,ffffff,ff1f00,33735b
B,1,1,8968,Trek Trakya,ffffff,ff0202,030101
B,1,1,1677,Team Fearless,001f3f,00dacc,00ff00
C,14,171,5151,USM Villeparisis,ffffff,eb0e0e,535cc9
C,2,36,5351,2RR reserve,000000,f0e200,f29913
C,2,33,7,TeamODZ,ff851b,111111,3c8dbc
C,2,28,35,BZR cycling team,f3f300,111111,dd4b39
C,2,28,4201,WTRL,d4af37,000000,d4af37
C,1,26,4354,SSS Express Team,ffffff,000000,de2020
C,2,24,7691,Tri Ireland,ffffff,0073b7,ffffff
C,2,20,4,BRT,ffffff,050505,ff8100
C,1,13,1330,teamWKG,fa5e06,3f4c54,3f4c54
C,1,11,7201,HCZR,ffffff,0073b7,ffffff
C,1,9,5637,PCC &#128693;,ffffff,0073b7,ffffff
C,1,9,7069,Grenland Zwift Riders,ffffff,0073b7,ffffff
C,1,7,4713,eCKD,ffffff,ff0000,000000
C,1,7,90,Vikings,c2c2c2,0073b7,ee6331
C,1,7,2571,Equipe JZQc,ffffff,003399,ffffff
C,1,3,2281,TeamNL,ffffff,ffa500,ffa500
C,1,1,1,PTz,ffffff,f28312,121110
D,24,280,4,BRT,ffffff,050505,ff8100
D,7,208,3957,No. 22 CX Team,ffffff,000000,ffffff
D,8,182,2570,Walsall Lads,ffffff,0073b7,ffffff
D,4,58,7423,England CC,ffffff,d24848,3b3b6b
D,2,56,4742,EVOLUTION,ff09ff,2e1c1c,ff09ff
D,2,52,1986,DBR,ffffff,eb7b2a,ffffff
D,2,48,1740,FinishStrong,ffffff,0073b7,ffffff
D,1,34,2013,IBTC,ffffff,0073b7,ffffff
D,2,30,1992,WECC,ffffff,fa01ff,2102fe
D,1,29,4201,WTRL,d4af37,000000,d4af37
D,5,25,3159,MVCC,ffffff,113399,de2525
D,1,25,1965,BIKES-FRANCE,000000,f2ad00,000000
D,1,23,8582,ShirksM,ffffff,0073b7,ffffff
D,2,20,4095,All,ffffff,0073b7,ffffff
D,3,15,3369,IRL,ffffff,000000,00b84a
D,1,11,975,Innovation,000000,52ff33,000000
D,1,9,5188,JWCC,ffffff,0073b7,ffffff
D,1,7,2707,DIRT,29ec34,211208,df6a0d
D,1,7,1330,teamWKG,fa5e06,3f4c54,3f4c54
D,1,6,5959,StinkyFleet,ddff00,68cee6,00ff6b
D,1,6,8934,TRIPLAY,ffffff,0073b7,ffffff
D,1,4,1887,EH Star,ffffff,0073b7,ffffff
D,1,3,8176,Korrridas,ffffff,0073b7,ffffff
