category,events,points,tid,tname,tc,tbc,tbd
A,13,513,7301,LiveByCycling,ffffff,e10667,ffffff
A,12,491,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,8,275,4,BRT,ffffff,050505,ff8100
A,4,190,2672,REVO,fc00e3,000000,fc00e3
A,3,94,161,ZSUN,ffffff,0073b7,ffffff
A,2,90,4397,HEINO RT,ffffff,ff0000,ff3b3b
A,3,85,1677,Team Fearless,001f3f,00dacc,00ff00
A,2,80,791,Race3R,000000,2bc3f4,ffffff
A,2,73,5632,RR 2020,ffffff,0073b7,ffffff
A,1,50,2144,CANYON,ffffff,ff005d,ff005d
A,1,50,4692,EVOQ.BIKE,000000,ffffff,000000
A,1,50,1469,TeamZF,f5f5f5,0623a9,cf3a42
A,2,36,9743,SSTri,ffffff,0073b7,ffffff
A,1,33,6213,BSCC,ff0000,ffff00,000000
A,1,33,4895,BSRT,ffffff,0073b7,fff000
A,1,22,5555,PRZ,ffffff,0080ff,ff0000
A,1,22,36,KISS RT,f56600,012350,84b7ca
A,1,19,588,Team Italy,dd4b39,ffffff,00a65a
A,1,17,5411,Team Mexico,ffffff,f20000,ffffff
B,18,682,7301,LiveByCycling,ffffff,e10667,ffffff
B,13,421,4,BRT,ffffff,050505,ff8100
B,9,322,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,6,248,168,Team Type 1,ffffff,0073b7,ffffff
B,6,244,2834,FZR,0000ff,ffffff,0000ff
B,6,173,629,Team AHDR,fc6955,55d4fc,ffffff
B,5,166,2672,REVO,fc00e3,000000,fc00e3
B,2,73,7119,NDCA,ffffff,ffa500,000000
B,3,72,10257,WTRL&#9792;&#9752;,d4af37,000000,d4af37
B,2,58,10,TFC,111111,f3f300,111111
B,1,40,161,ZSUN,ffffff,0073b7,ffffff
B,1,28,10038,PBC,ffffff,000000,ffffff
B,1,28,4127,LondonDynamo,ffffff,0073b7,000000
B,1,28,1940,Vixen/Fox,7409a6,f79d4b,ffffff
B,1,25,6862,SwanTri,ffffff,00a65a,0b5c39
B,1,20,11126,VSCC,ffffff,0065a8,ffffff
B,1,19,8449,VESELKA,ffffff,19bd72,ffffff
B,1,18,25,Team Poland,ffffff,ff1800,ff0000
C,16,667,7301,LiveByCycling,ffffff,e10667,ffffff
C,16,552,4,BRT,ffffff,050505,ff8100
C,5,127,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
C,4,121,2672,REVO,fc00e3,000000,fc00e3
C,2,100,8928,SCI,ffffff,0073b7,ffffff
C,2,73,4982,CCNS,190404,ffff00,190000
C,2,73,11126,VSCC,ffffff,0065a8,ffffff
C,1,50,10257,WTRL&#9792;&#9752;,d4af37,000000,d4af37
C,1,50,4908,AyroTri,ffffff,0073b7,ffffff
C,1,50,7863,C.N.Metropole,ebd300,ad0a1a,edc70f
C,1,40,10607,ZiMA,ffffff,056e8c,ffffff
C,1,33,7538,[LRF],0073b7,000000,0073b7
C,1,28,2695,-WP-,ffffff,0073b7,ffffff
C,1,25,9306,TRS,ffffff,0073b7,ffffff
C,1,22,6672,Sotonia,ffffff,ed3f05,ffffff
C,1,20,265,RCC,fc2097,d2d6de,111111
C,1,20,629,Team AHDR,fc6955,55d4fc,ffffff
C,1,19,90,Vikings,c2c2c2,0073b7,ee6331
C,1,17,2944,TTU,ffffff,0073b7,ffffff
D,11,439,1940,Vixen/Fox,7409a6,f79d4b,ffffff
D,8,331,4,BRT,ffffff,050505,ff8100
D,5,233,2672,REVO,fc00e3,000000,fc00e3
D,4,156,7301,LiveByCycling,ffffff,e10667,ffffff
D,3,101,1384,[EXN],ee1d22,ffffff,ee1d22
D,2,73,9284,MSATri,ffffff,0073b7,ffffff
D,1,50,1986,DBR,ffffff,eb7b2a,ffffff
D,1,50,6854,FCCC,ffffff,ef0000,ffffff
D,1,40,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
D,1,40,4630,TugaZ,ffffff,ff1f00,33735b
D,1,33,9522,#RyeTri,ffffff,0073b7,ffffff
D,1,33,161,ZSUN,ffffff,0073b7,ffffff
D,1,28,7,TeamODZ,ff851b,111111,3c8dbc
