category,events,points,tid,tname,tc,tbc,tbd
A,8,83,4,BRT,ffffff,050505,ff8100
A,3,58,9,Vision,ffffff,2ea9e0,000000
A,1,23,3367,Purple Train,faff66,5a005a,5a005a
A,1,21,3937,RACC,300c0c,000000,ffffff
A,2,18,111,SZR,ffffff,0073b7,ffffff
A,1,17,2281,TeamNL,ffffff,ffa500,ffa500
A,1,15,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,1,15,574,Team France,dd4b39,ffffff,0073b7
A,1,13,3741,EBR,ffffff,0073b7,ffffff
A,2,12,2244,NUTRIXXION,ffffff,000000,00fa27
A,1,11,2474,SRVC,ffffff,ff1b07,565656
A,1,7,2825,Petz Racing,000000,fcaaaa,000000
A,1,5,588,Team Italy,dd4b39,ffffff,00a65a
A,1,5,7,TeamODZ,ff851b,111111,3c8dbc
A,1,4,3073,CLAN KNOX,ffffff,000000,000000
A,1,3,1330,teamWKG,fa5e06,3f4c54,3f4c54
B,15,380,4,BRT,ffffff,050505,ff8100
B,1,50,168,Team Type 1,ffffff,0073b7,ffffff
B,1,50,2281,TeamNL,ffffff,ffa500,ffa500
B,1,41,629,Team AHDR,fc6955,55d4fc,ffffff
B,1,39,1983,Beet-It,000000,db1c1c,00ff94
B,1,37,2411,JanUllrich,000000,7ce6e4,ff00ff
B,1,35,2592,COLORADO,f78b0c,0073b7,f76f0d
B,1,33,1426,Team CLS,3d9970,ffffff,ffffff
B,3,32,35,BZR cycling team,f3f300,111111,dd4b39
B,1,31,2494,ICC,000000,f2a30b,210303
B,1,29,32,Sz,f3f300,0073b7,f3f300
B,3,28,791,Race3R,000000,2bc3f4,ffffff
B,2,25,4095,All,ffffff,0073b7,ffffff
B,1,23,1986,DBR,ffffff,eb7b2a,ffffff
B,1,23,3931,Team Radsport,ffffff,0073b7,fa0000
B,2,22,3369,IRL,ffffff,32968e,e66f1a
B,1,19,588,Team Italy,dd4b39,ffffff,00a65a
B,1,19,2639,HERD,383c3d,fc6719,fc6719
B,1,15,3919,Summit,000000,ffffff,000000
B,1,15,25,Team Poland,ffffff,ff1800,ff0000
B,1,15,2665,British Cycling,ffffff,ff001f,0000ff
B,1,11,2782,KOM RT,ffffff,ff0000,030202
B,1,10,3579,Misfits,ffffff,1c2c36,ffffff
B,1,7,3049,HSIL,f3f6f7,1763bf,0f18e8
B,1,5,90,Vikings,c2c2c2,0073b7,ee6331
B,1,5,323,WxK,3acc37,0c181f,909190
B,1,3,3482,Radsport K&ouml;nig,ffffff,0073b7,ffffff
C,3,42,4,BRT,ffffff,050505,ff8100
C,1,27,1963,SLOVENIA,ffffff,95c447,ffffff
C,1,23,4095,All,ffffff,0073b7,ffffff
C,2,20,3106,#MDM,ffffff,0073b7,ffffff
C,1,15,391,Team SUI,ffffff,ff0017,ffffff
C,2,12,2639,HERD,383c3d,fc6719,fc6719
C,2,12,791,Race3R,000000,2bc3f4,ffffff
C,1,11,2146,ZESP,000000,fabd00,ad1519
C,1,9,9,Vision,ffffff,2ea9e0,000000
C,1,7,3738,VirtualRoad.Bike,ffffff,ff0000,0073b7
C,1,4,35,BZR cycling team,f3f300,111111,dd4b39
C,1,2,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
D,4,45,4,BRT,ffffff,050505,ff8100
D,3,35,2639,HERD,383c3d,fc6719,fc6719
D,1,11,1,PTz,ffffff,403d3a,e3680f
D,1,5,3190,SpeedVille.de,ffffff,14ba14,ffffff
