category,events,points,tid,tname,tc,tbc,tbd
A,4,66,4201,WTRL,f5f3f3,8f8f8f,010000
A,2,27,35,BZR cycling team,f3f300,111111,dd4b39
A,1,26,2924,/bi,ffffff,0073b7,ffffff
A,2,24,36,KISS RT,f56600,012350,84b7ca
A,1,21,791,Race3R,000000,2bc3f4,ffffff
A,1,18,4608,TEAM 033 NL,ffffff,0073b7,ffffff
A,1,18,392,GFTbe,ffffff,0073b7,ffffff
A,1,17,2298,Rowe & King,ffffff,2b5bb8,2fba4e
A,1,15,3369,IRL,ffffff,32968e,e66f1a
A,1,15,2,Team X,f5f7f6,111111,00a65a
A,2,14,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,1,13,2078,Velo One ,080606,0bc7e0,0a0808
A,1,11,90,Vikings,c2c2c2,0073b7,ee6331
A,1,11,2146,ZESP,000000,fabd00,ad1519
A,2,9,1965,BIKES-FRANCE,000000,f2ad00,000000
A,2,8,2153,ZOSS VOG,ffffff,000000,ffffff
A,1,7,1979,ZHR,ff0000,03228c,03228c
A,1,7,4728,Kanberra,ffffff,00b38f,000000
A,1,7,25,TeamPL,ffffff,ff1800,ff0000
A,1,7,265,RCC,fc2097,d2d6de,111111
A,1,5,2466,TugaZRT,ffffff,ff1f00,33735b
A,1,2,588,Team Italy,dd4b39,ffffff,00a65a
A,1,1,4,BRT,ffffff,050505,ff8100
B,19,286,4,BRT,ffffff,050505,ff8100
B,3,55,2991,KIRCHMAIR e-Cycling,210606,f2e80d,000103
B,2,48,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,2,42,2146,ZESP,000000,fabd00,ad1519
B,3,39,4095,All,ffffff,0073b7,ffffff
B,2,36,588,Team Italy,dd4b39,ffffff,00a65a
B,1,35,2898,Foudre &#9889;&#65039;,ffffff,81b9e8,ffffff
B,1,34,4338,Contact RT,ffffff,120a0a,fafafa
B,1,31,35,BZR cycling team,f3f300,111111,dd4b39
B,2,29,1942,ZRG,1bc1f1,3d3d3d,1bc1f1
B,1,26,2127,CYKELMAGASINET,0f0f0f,36a7eb,0f0303
B,1,26,2177,DACE,381010,e9f0f5,11121c
B,1,26,2707,DIRT,29ec34,563c0f,df6a0d
B,1,21,4886,Alps,ffffff,ff0000,ff7f00
B,1,21,2666,DragonTonerBP,f20c0c,0f0e0e,c111ed
B,1,21,1766,S&auml;var CK,ffffff,0073b7,ffffff
B,1,19,3618,NITP,ff0000,050000,ff0000
B,1,19,2834,FZR,0000ff,ffffff,0000ff
B,1,15,1330,teamWKG,fa5e06,3f4c54,3f4c54
B,1,15,3208,ART,ffffff,0073b7,ffffff
B,1,11,90,Vikings,c2c2c2,0073b7,ee6331
B,1,9,4460,GCA,000000,f50000,401414
B,1,8,32,Sz,f3f300,0073b7,f3f300
B,1,5,791,Race3R,000000,2bc3f4,ffffff
B,1,4,4585,TeamFRL,ffffff,ff0000,318ce7
B,1,1,2888,VC10,ffffff,ff0000,ffffff
C,3,38,4,BRT,ffffff,050505,ff8100
C,2,29,2639,HERD,383c3d,fc6719,383c3d
C,1,18,1330,teamWKG,fa5e06,3f4c54,3f4c54
C,1,18,1426,Team CLS,3d9970,ffffff,ffffff
C,1,15,1979,ZHR,ff0000,03228c,03228c
C,1,13,3109,ASSOS,ffffff,000000,ffffff
C,1,11,4902,ZRA,ffffff,0073b7,ffffff
C,1,10,2466,TugaZRT,ffffff,ff1f00,33735b
C,1,9,2964,SPCC,00ffff,000000,cc0000
C,1,9,3140,CHGAZ,ffff00,0000cc,ffff00
C,1,7,2816,CCFC,ffffff,0073b7,fcfc00
C,1,7,2898,Foudre &#9889;&#65039;,ffffff,81b9e8,ffffff
C,2,6,25,TeamPL,ffffff,ff1800,ff0000
C,1,3,3708,OCF,ffffff,0073b7,913939
C,1,2,323,WxK,3acc37,0c181f,909190
C,1,1,2451,STOLEN GOAT ,ffffff,85c818,9f9d9d
D,1,10,4,BRT,ffffff,050505,ff8100
D,1,10,265,RCC,fc2097,d2d6de,111111
D,1,7,25,TeamPL,ffffff,ff1800,ff0000
D,1,3,2281,TeamNL,ffffff,ffa500,ffa500
