category,events,points,tid,tname,tc,tbc,tbd
A,5,133,3343,BMPRO,120303,ffff00,2b0a0a
A,10,120,2722,Hitchin Nomads,ffffff,0073b7,ffffff
A,3,97,4,BRT,ffffff,050505,ff8100
A,2,72,975,Innovation,000000,52ff33,000000
A,2,64,1,PTz,ffffff,403d3a,e3680f
A,2,61,36,KISS RT,f56600,012350,84b7ca
A,2,60,2327,Erdinger ,ffffff,0073b7,ffffff
A,3,57,2779,FINESSE,f7f915,0ccaff,00a8d6
A,2,53,2163,KLD,ffffff,3cbebe,269898
A,2,52,4426,/// PCA &#128165;,ffffff,000000,ff0000
A,2,48,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,1,42,1576,&Oslash;VB,ffffff,0073b7,ffffff
A,1,42,588,Team Italy,dd4b39,ffffff,00a65a
A,1,42,2105,Cannondale/4iiii,0d0d0d,eef2f5,f27a0b
A,3,41,90,Vikings,c2c2c2,0073b7,ee6331
A,1,35,4493,ZTPL eRacing,ffffff,ff0000,000000
A,2,34,35,BZR cycling team,f3f300,111111,dd4b39
A,1,34,4463,KISS FINESSE,012350,f7f915,012350
A,1,31,3053,HCK,ffffff,fa0909,ffff00
A,1,31,3609,LVIS,ffffff,0073b7,ffffff
A,2,30,1426,Team CLS,3d9970,ffffff,ffffff
A,2,30,4758,BIKEOPTIMIZE,ffffff,0073b7,ffffff
A,1,29,391,Team SUI,ffffff,ff0017,ffffff
A,1,29,2743,TOR,ffffff,0073b7,ffffff
A,1,27,3566,FSB/Form+Data,ffffff,0073b7,ffffff
A,1,27,302,LAMONT,ffffff,0073b7,ffffff
A,2,26,3185,FUSION DEVELOPMENT,ffffff,0a1e29,ffffff
A,1,25,4338,Contact RT,ffffff,120a0a,fafafa
A,1,25,265,RCC,fc2097,d2d6de,111111
A,1,23,2991,KIRCHMAIR e-Cycling,210606,f2e80d,000103
A,1,23,2936,Team 63.8N,ffffff,9a0606,000000
A,2,22,3261,TriRun ,ffffff,0073b7,ffffff
A,1,17,1826,BOC,ffffff,0073b7,ffffff
A,1,13,3439,F6B2,ff0000,000000,000000
A,2,13,3092,ATHY WHEELERS,ffffff,0000ff,ff55b4
A,1,11,2225,Aktivitus,ffffff,0073b7,ffffff
A,1,11,304,GTD,ffffff,0073b7,ffffff
A,2,11,41,RuhrRiders,ff8700,000000,5cb0fc
A,1,11,574,Team France,dd4b39,ffffff,0073b7
A,1,9,7,TeamODZ,ff851b,111111,3c8dbc
