category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums
A,1,4,RCC,265,fc2097,d2d6de,111111,Magnus Fransson,se,59989,
A,1,4,,0,00dd00,,,Tobias Nilsson (Pearson CC),se,77043,
A,1,4,,0,00dd00,,,Lee Brotzman,gb,463497,
A,1,3,,0,00dd00,,,g nocentino,it,1027619,
A,1,3,STW,756,ffffff,0073b7,ffffff,Murdo Fish,gb,193020,
A,1,2,,0,00dd00,,,Daniel Laird,gb,35630,
A,1,2,,0,00dd00,,,Thomas Carvalho,br,390372,
B,5,174,BRT,4,ffffff,050505,ff8100,Barry Davis,gb-eng,397176,
B,3,162,SKLAR ,2879,ffffff,0073b7,ffffff,Geoffrey Nenninger,us,881139,
B,3,158,Race3R,791,000000,2bc3f4,ffffff,Jono Martin Race3R,gb-wls,593346,gold gold
B,3,156,TNC,3938,ffffff,0073b7,ffffff,pieter-Jan Fioole,nl,1023947,
B,2,122,BRT,4,ffffff,050505,ff8100,Tom Comb,gb,59973,bronze
B,2,107,Vikings,90,c2c2c2,0073b7,ee6331,Espen Solvin,no,183605,gold silver
B,2,106,,0,00dd00,,,Per Orestig,se,851431,bronze
B,2,104,BRT,4,ffffff,050505,ff8100,lee saunders (BRT),gb,177623,
B,2,98,BRT,4,ffffff,050505,ff8100,Phil Donnelly  [BRT],gb,514370,bronze
B,3,96,BRT,4,ffffff,050505,ff8100,Dean Macleod [BRT],gb,207122,
B,2,94,BRT,4,ffffff,050505,ff8100,Peter Campbell,gb-eng,40108,
B,3,90,BRT,4,ffffff,050505,ff8100,Joe Allen [BRT],gb,162388,
B,2,84,,0,00dd00,,,Chris Nobody9318,ch,897955,
B,2,81,,0,00dd00,,,Bregt Vanbilsen,be,228675,gold bronze
B,1,75,BRT,4,ffffff,050505,ff8100,Mark Worthington,gb,71062,gold
B,6,72,BRT,4,ffffff,050505,ff8100,Greg Carpenter [BRT],au,135801,
B,2,72,BRT,4,ffffff,050505,ff8100,Scott Main [BRT],gb-sct,1002910,
B,5,65,BRT,4,ffffff,050505,ff8100,Keith Brothers [BRT],gb,233265,silver
B,2,64,BRT,4,ffffff,050505,ff8100,Glebster Carr [BRT],gb,572357,
B,1,64,GTD,304,ffffff,0073b7,ffffff,&Oslash;yvind Venstad,no,189736,
B,1,62,,0,00dd00,,,Tesse Bijlsma,nl,903672,
B,1,60,,0,00dd00,,,Alexander Thulin,se,1027220,
B,3,59,BZR cycling team,35,f3f300,111111,dd4b39,Filip Feyaerts,be,471548,
B,1,59,DBR,1986,ffffff,eb7b2a,ffffff,Jakob Voldum,dk,200894,gold
B,2,58,,0,00dd00,,,Marcus Hyl&eacute;n,se,237171,
B,1,58,TeamNL,2281,ffffff,ffa500,ffa500,Mark de Wilde,nl,155271,
B,1,56,,0,00dd00,,,David Gleave5744,gb,81329,silver
B,1,56,Team C&E,2992,ffffff,0073b7,ffffff,Glenny Hansen,dk,855984,silver
B,2,54,TFC,10,111111,f3f300,111111,Craig Elliott,gb,138406,
B,1,54,,0,00dd00,,,Josh Olsen&#129423;,ca,823420,bronze
B,1,51,,0,00dd00,,,Francois Running Concept ,be,443258,gold
B,1,50,,0,00dd00,,,Barnaby Voss,gb,75755,
B,1,50,,0,00dd00,,,Matt Wilmington,gb-eng,441640,
B,1,48,,0,00dd00,,,Bj&ouml;rn Ringefelt,se,222254,silver
B,2,48,BRT,4,ffffff,050505,ff8100,Joel Hender,gb-wls,123642,
B,1,46,,0,00dd00,,,John Lee Hooker ,au,140494,
B,1,46,Team Poland,25,ffffff,ff1800,ff0000,Jaros&#322;aw Lapawa9777,pl,908424,
B,1,44,HoH,2507,ffffff,0073b7,ffffff,Marcus Meier 1484,de,406622,
B,1,44,Team CLS,1426,3d9970,ffffff,ffffff,James Stewart,gb,265301,
B,1,44,,0,00dd00,,,Matt  Bonehill (Mammoth RT),gb,290872,
B,1,44,,0,00dd00,,,Nic Harker ZHR (D)8695,gb,81289,
B,1,44,Team GIANT,3549,000000,f70000,000000,Maik Abraham,de,141795,
B,1,44,Holmenkollen CK,3469,111e6c,f8dae5,111e6c,Fredrik Sommerfeldt 5723,no,56383,
B,1,42,PTz,1,ffffff,403d3a,e3680f,Stuart Lynne,ca,78201,
B,1,42,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,chriss _,de,532344,
B,1,42,IRL,3369,ffffff,32968e,e66f1a,Joe Lillis,ie,708844,
B,1,42,STW,756,ffffff,0073b7,ffffff,Phil Alcock,gb,298716,
B,1,42,Cyclonauts ,3339,190000,cfcf29,000000,joe rodrigues  (cyclonauts),us,923636,
B,1,40,TugaZRT,2466,ffffff,ff1f00,33735b,Ricardo Gama &#128163;,pt,108059,
B,3,40,BRT,4,ffffff,050505,ff8100,Steve Wiltshire,gb,484548,
B,1,40, VEGAN ,1845,ffffff,00a65a,0adb2c,Nathan Kershner &#127333;,us,920279,
B,1,40,MDCC,843,ffffff,0073b7,ffffff,Tris Tan,gb,393427,
B,1,40,Team CLS,1426,3d9970,ffffff,ffffff,Jean-Paul Wheater (B&DCC),gb,161332,
B,1,38,DBR,1986,ffffff,eb7b2a,ffffff,Michael Cederqvist,dk,26648,
B,1,38,,0,00dd00,,,Per Bakke,no,403289,
B,1,38,BRT,4,ffffff,050505,ff8100,Stuart Hardy&#9889;&#65039;[BRT]&#128304;,gb,591535,
B,1,38,SZR,111,ffffff,0073b7,ffffff,Leif Alriksson ,se,836413,
B,1,38,,0,00dd00,,,Peter Stefanuto,ca,11432,
B,1,38,BKRS,2363,ffffff,35b59e,000000,Lee Grunwell,gb,128450,
B,1,36,,0,00dd00,,,Kasper Hanghoj,dk,207174,
B,1,36,TSE,2241,ffffff,0073b7,ffffff,steve franklin,gb,25421,
B,1,36,Race3R,791,000000,2bc3f4,ffffff,Bryce Renkiewicz,us,234533,
B,1,34,,0,00dd00,,,@ RUN_GAGA,ca,519625,
B,1,34,,0,00dd00,,,Hans Moonen tk.be,be,451613,
B,1,34,,0,00dd00,,,Carlo van Nistelrooy,nl,248374,
B,1,34,,0,00dd00,,,David Leach,gb,235294,
B,1,32,BRT,4,ffffff,050505,ff8100,Ron Flores,us,205405,silver
B,1,32,,0,00dd00,,,Dag Foseid,no,92541,silver
B,1,32,,0,00dd00,,,Jimmy Eidersten,se,906104,
B,1,32,FBC RT,3122,ffffff,0073b7,ffffff,Stephen Makin (FBC),,15285,
B,1,30,MLARC,3393,ffffff,0073b7,e60000,Gabe Winkler ZHR (C),us,490923,bronze
B,1,30,,0,00dd00,,,Sam Carter,gb,5283,bronze
B,1,30,,0,00dd00,,,Jorre van der Bij,nl,95262,
B,1,30,,0,00dd00,,,Renato Costa,pt,370711,
B,1,30,,0,00dd00,,,Evan Lih,us,832702,
B,1,28,,0,00dd00,,,Adam  Dawkins ,us,451261,
B,1,28,Team Poland,25,ffffff,ff1800,ff0000,Roberto Holy,de,40976,
B,1,28,BMPRO,3343,120303,ffff00,2b0a0a,Markus Krupp [BMPRO],de,441576,
B,1,28,Sz,32,f3f300,0073b7,f3f300,Tomas Jonsson,se,181647,
B,1,28,,0,00dd00,,,Nick Darvell,gb-eng,809047,
B,1,28,BZR cycling team,35,f3f300,111111,dd4b39,Sven De Schryver,be,177491,
B,1,26,BRT,4,ffffff,050505,ff8100,Andrew Tapley,gb,145450,
B,1,26,,0,00dd00,,,Dariusz Daras,pl,462167,
B,1,26,,0,00dd00,,,Paul Williams (ACC),au,396403,
B,1,26,HIK,719,ffffff,0073b7,ffffff,Thijs Diepenmaat,nl,313582,
B,1,26,THL,3499,ffffff,0073b7,ffffff,Rich Parker,gb,463692,
B,1,26,BRT,4,ffffff,050505,ff8100,Ian Wright [BRT],gb,78811,
B,1,24,FUSION ECT,2854,ffffff,000000,ffffff,Morten Lambert,dk,880327,
B,1,24,BZR cycling team,35,f3f300,111111,dd4b39,Vince Van Gestel,be,457942,
B,1,24,,0,00dd00,,,Daniel Sammut,au,350277,
B,1,24,Vikings,90,c2c2c2,0073b7,ee6331,B. S Johansen,no,155898,
B,1,24,BRT,4,ffffff,050505,ff8100,Dave Booth,gb-eng,53549,
B,3,24,BZR cycling team,35,f3f300,111111,dd4b39,Johan Heerwegh,be,995249,
B,1,24,,0,00dd00,,,Steph Clayton,gb,301816,
B,1,24,,0,00dd00,,,Patrick E,ie,980871,
B,1,22,,0,00dd00,,,Matthew att FM,gb,105297,
B,1,22,,0,00dd00,,,Seb Ader (Colnago UK) ,gb,100368,
B,6,22,BRT,4,ffffff,050505,ff8100,Darren Green (BRT) - Team Zwatt,gb-eng,30856,gold silver
B,1,22,BRT,4,ffffff,050505,ff8100,David Maw [BRT],gb,190772,
B,1,22,,0,00dd00,,,Mikael Ekhagen,se,917802,
B,1,22,,0,00dd00,,,Dave Oxford 4938,gb,350819,
B,2,21,TeamNL,2281,ffffff,ffa500,ffa500,Casper Ticheloven,nl,84019,
B,1,20,CCC,2930,ffffff,ff0202,000000,David Farrington,gb,5534,
B,1,20,,0,00dd00,,,Alan Lord(WhitworthCC),gb-eng,532632,
B,1,20,,0,00dd00,,,Adam Briceland,us,182666,
B,1,20,,0,00dd00,,,Rolv Brudal,no,551812,
B,1,20,THL,3499,ffffff,0073b7,ffffff,Chris Davidson,gb,499765,
B,1,18,,0,00dd00,,,gab debeu,fr,270682,
B,1,18,,0,00dd00,,,Paul Oleary,gb,428038,
B,1,18,BRT,4,ffffff,050505,ff8100,James Manlow,ie,1010347,
B,1,18,BRT,4,ffffff,050505,ff8100,Ricardo Alarcon,gb,421155,
B,1,18,,0,00dd00,,,Amanda Deverich,us,250178,
B,3,18,BRT,4,ffffff,050505,ff8100,Edu Harms [BRT],nl,885157,
B,1,18,BRT,4,ffffff,050505,ff8100,Edward Gilbertson [BRT],gb,916251,
B,1,18,BRT,4,ffffff,050505,ff8100,Paul White,gb-wls,627598,
B,1,17,BRT,4,ffffff,050505,ff8100,Olly Gray,gb,167741,
B,1,16,,0,00dd00,,,Ove Sollie,no,210110,
B,1,16,Vikings,90,c2c2c2,0073b7,ee6331,Kristoffer Sand,no,78492,
B,1,16,CycleChat,1458,ffffff,0073b7,ffffff,Darren Smith,gb,329085,
B,1,16,,0,00dd00,,,Tom Levell,gb,449004,
B,1,16,,0,00dd00,,,Tommy Johansen ,no,429599,
B,1,16,VCV,3983,ffffff,0073b7,008444,Ben Baxter [VC VENTA / VCGH] ,gb,877103,
B,1,14,Vikings,90,c2c2c2,0073b7,ee6331,William Karlsson,no,839550,
B,1,14,Team Poland,25,ffffff,ff1800,ff0000,Micha&#322; Dobrzy&#324;ski[Team Poland],pl,1021580,
B,1,14,,0,00dd00,,,Mikael Brage,se,591348,
B,1,14,Vikings,90,c2c2c2,0073b7,ee6331,Stefan Ihlen,no,251644,
B,1,14,,0,00dd00,,,Tristan Farmer,gb,868584,
B,1,13,,0,00dd00,,,Will Bamber,gb,176464,
B,1,13,BRT,4,ffffff,050505,ff8100,Tom Milder BRT,nl,614163,
B,1,13,,0,00dd00,,,M arkus,de,538544,
B,3,12,,0,00dd00,,,Tom williams (B),gb,264945,
B,1,12,BRT,4,ffffff,050505,ff8100,James Deren (BRT),gb,450623,
B,1,12,,0,00dd00,,,Lee Barnfield 9648,gb,929484,
B,1,12,,0,00dd00,,,RICARD Alexandre,fr,1076050,
B,1,12,Team CLS,1426,3d9970,ffffff,ffffff,Liam Kerr,ie,393875,
B,1,12,,0,00dd00,,,Paul Strooper (C),nl,818064,
B,1,11,,0,00dd00,,,Iwan Bennett,au,150179,
B,1,11,BRT,4,ffffff,050505,ff8100,Darren Moore [BRT],gb,83335,
B,1,11,LAMONT,302,ffffff,0073b7,ffffff,Jesper Gronbaek, Lamont ,dk,328152,
B,1,10,Hitchin Nomads,2722,ffffff,0073b7,ffffff,Andy Hardy HNCC,gb,247595,
B,1,10,DBR,1986,ffffff,eb7b2a,ffffff,Thomas Bollerup (DBR),dk,805311,
B,1,10,Bigos Amigos,3665,ffffff,0073b7,ffffff,Hairi  BM773383,my,349682,
B,1,10,,0,00dd00,,,Tobias Tropp,se,426318,
B,1,10,BRT,4,ffffff,050505,ff8100,Rich Smith BRT,gb,831926,
B,1,10,,0,00dd00,,,maricel Diaz,au,555078,
B,1,10,,0,00dd00,,,B. Sebastian (YQR),ca,491813,
B,1,9,,0,00dd00,,,David Swann,gb,729963,
B,1,9,,0,00dd00,,,Jessi Welter,us,15632,
B,1,9,BRT,4,ffffff,050505,ff8100,Jordan Radin [BRT],us,930209,
B,1,9,,0,00dd00,,,Alan Clark,,401407,
B,1,9,,0,00dd00,,,Lysanne Roux,ca,896701,
B,1,8,,0,00dd00,,,Kevin Winterfield,us,475206,
B,1,8,DBR,1986,ffffff,eb7b2a,ffffff,Jesper Tvilum (DBR),dk,290854,
B,1,8,,0,00dd00,,,Maurice-MTB,nl,44122,
B,1,8,,0,00dd00,,,Luke Norris 4416,gb,378347,
B,1,8,,0,00dd00,,,Robbie Marsh,gb,400804,
B,1,8,,0,00dd00,,,Steve Bushell GCC,gb,518015,
B,1,8,C2C,2832,ffffff,46baf2,ff1e1e,Martin Hopper,gb,257132,
B,1,7,,0,00dd00,,,Rich Wild CCL,gb,538353,
B,1,7,,0,00dd00,,,Daniel Puntis,gb,144239,
B,1,7,,0,00dd00,,,Anthony Wallace,au,18509,
B,1,7,,0,00dd00,,,Nico Sijmens BBBcycling ,be,593822,
B,1,7,DBR,1986,ffffff,eb7b2a,ffffff,Niels Brink&oslash;,dk,150470,
B,1,6,BZR cycling team,35,f3f300,111111,dd4b39,Patrick Steenhout (BZR),be,727326,
B,1,6,,0,00dd00,,,Martin Johansen2232,dk,289940,
B,1,6,Foudre &#9889;&#65039;,2898,ffffff,81b9e8,ffffff,Andrea Colaianni [F],fr,855051,
B,1,6,,0,00dd00,,,Daniel Kumlin (CKUni)9700,se,855197,
B,1,6,,0,00dd00,,,Sam Walters,gb,407260,
B,1,6,,0,00dd00,,,Peter Verhage,nl,209648,
B,1,6,,0,00dd00,,,Jochem Berend,nl,631165,
B,1,5,BRT,4,ffffff,050505,ff8100,Amy Johnson 4376,gb,88534,
B,1,5,,0,00dd00,,,paul gardner,gb,553029,
B,1,4,Team Poland,25,ffffff,ff1800,ff0000,Pawe&#322; Wojtkiewicz [TeamPL],pl,664292,
B,1,4,,0,00dd00,,,Patrick Desnoyers / Cycles Dupuis,ca,11867,
B,1,3,,0,00dd00,,,Marc Droog,nl,58829,
C,4,118,BRT,4,ffffff,050505,ff8100,Jez  Willows,gb,566517,silver
C,3,113,BRT,4,ffffff,050505,ff8100,Craig Christie BRT ,gb-sct,130703,gold silver bronze
C,3,70,BRT,4,ffffff,050505,ff8100,nigel albutt,gb,103632,
C,2,70,,0,00dd00,,,Darren Stanley,gb-eng,930886,bronze
C,2,58,,0,00dd00,,,Albert Koster,nl,866981,
C,3,54,,0,00dd00,,,H Bollmann,gb,689813,
C,6,51,Team CRYO-GEN,2740,ffffff,0073b7,ffffff,Sandy McMillan,gb,987913,gold gold
C,1,51,ZSUN,161,ffffff,0073b7,ffffff,MC Cookie ZSUNR,gb,196025,gold
C,1,51,BRT,4,ffffff,050505,ff8100,Gavin Florence,,263599,gold
C,1,48,STW,756,ffffff,0073b7,ffffff,T. herewardismorecheese3549,gb,1036153,silver
C,1,44,,0,00dd00,,,David Hiette [upperlimb.com]5732,au,135037,
C,2,44,BRT,4,ffffff,050505,ff8100,David Swan [BRT],gb-wls,246094,bronze
C,1,42,,0,00dd00,,,Mike Beckett,gb,747686,
C,1,42,,0,00dd00,,,kenneth skoglund,no,174307,
C,1,40,,0,00dd00,,,james connolly,ch,76874,
C,1,40,,0,00dd00,,,Frank v.d. Hul 010Racing9556,nl,154456,
C,1,40,,0,00dd00,,,Joshua Albright,us,697991,silver
C,1,38,Oxford Zwifters,2793,ffffff,e5599a,6f65a5,Mark Oliver,gb,233482,
C,1,38,,0,00dd00,,,Mo Baynham,gb-wls,37866,
C,1,36,SthlmCityTri,3319,000000,d9d903,28cf81,Joel Flitton ,se,470513,
C,1,35,,0,00dd00,,,Michael walsh,ie,1063692,gold
C,1,34,,0,00dd00,,,Gregg Alderman(C),us,174953,
C,1,34,WNT Rotor,3954,0055a5,ffffff,0055a5,Hannah Walker,gb,398011,
C,1,32,Team Poland,25,ffffff,ff1800,ff0000,Radek Mazur [TeamPL],pl,866745,silver
C,1,32,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Frank Bartsch6060,de,725196,
C,1,32,VC10,2888,ffffff,ff0000,ffffff,BigManTM [VC10],gb,16686,
C,1,32,,0,00dd00,,,Todd Sowter,au,766603,
C,3,30,Hitchin Nomads,2722,ffffff,0073b7,ffffff,Steven Slater (HNCC) ,gb,477951,
C,1,30,,0,00dd00,,,Magnus Birgersson,se,593735,bronze
C,1,30,SAS Cycle Club,1348,ffffff,236192,236192,Aart Valkhof,nl,1063943,
C,1,30,BRT,4,ffffff,050505,ff8100,jeza Martin,gb,47088,
C,1,30,,0,00dd00,,,Paul Blackbourn2806,gb-eng,965845,
C,1,30,,0,00dd00,,,Peter Syme,au,865974,bronze
C,1,28,,0,00dd00,,,Alan Drury MDCC,gb,48719,
C,1,28,BZR cycling team,35,f3f300,111111,dd4b39,Bram Allemeersch,be,589410,
C,1,28,,0,00dd00,,,Lee Scott2374,gb,1121898,
C,1,28,,0,00dd00,,,J Gavberg,gb,400685,
C,1,27,,0,00dd00,,,M.  Nevarez,us,119773,gold
C,1,27,Team Italy,588,dd4b39,ffffff,00a65a,Max B,it,496308,gold
C,1,27,,0,00dd00,,,Fabrice Bruno,fr,944934,gold
C,2,26,,0,00dd00,,,Pascal lanjouw,nl,199707,
C,1,26,,0,00dd00,,,Andy Watts,gb-wls,820112,
C,1,26,Equipe JZQc,2571,ffffff,003399,ffffff,Phil StGermain JZQC ,ca,478444,
C,1,26,,0,00dd00,,,blunder toe ,us,920130,
C,1,26,,0,00dd00,,,Carl Boulter,gb,1073544,
C,1,26,,0,00dd00,,,Gunnar Hole,no,852780,
C,1,24,Ely,3334,ccff00,000000,e60505,Jonathan Tully [Ely],gb,287333,
C,1,24,Team Italy,588,dd4b39,ffffff,00a65a,Paulo Rodrigues,pt,336221,silver
C,1,24,,0,00dd00,,,Simon Figg,gb,188406,
C,1,24,,0,00dd00,,,Gie Greeven,be,581967,
C,1,22,,0,00dd00,,,Richard van Dooren,nl,222470,bronze
C,1,22,,0,00dd00,,,Greg Doucette bodybuilder (C),ca,616484,bronze
C,1,22,,0,00dd00,,,Tim Zwinkels,nl,474450,bronze
C,1,22,,0,00dd00,,,Magnus Opsand,no,822067,
C,3,21,Hitchin Nomads,2722,ffffff,0073b7,ffffff,Mark Loosley,gb,226179,
