category,events,points,tid,tname,tc,tbc,tbd
A,12,86,4,BRT,ffffff,050505,ff8100
A,1,18,5735,D.R.V. Euros,ffffff,006a4e,ffffff
A,2,14,4201,WTRL,d4af37,000000,d4af37
A,1,10,5313,TMC,ffffff,d12626,ffffff
A,1,10,35,BZR cycling team,f3f300,111111,dd4b39
A,1,9,4493,ZTPL.CC eRacing,ffffff,ff0000,000000
A,1,7,4774,TSK,000000,e19e11,ffeeee
A,1,7,2751,HCcc,000000,ffff00,000000
A,1,7,1942,ZRG,1bc1f1,3d3d3d,1bc1f1
A,1,7,9976,Valhalla,ffffff,0073b7,ff4500
A,1,5,10683,PETA-Z,ff0000,ffff00,000000
A,1,5,36,KISS RT,f56600,012350,84b7ca
A,1,3,2198,ADZ,ffffff,f48f28,000000
A,1,3,4800,PCC,ff7900,000000,ff7900
A,1,3,8014,CVC 82,d94646,0073b7,000000
A,1,1,4460,GCA,000000,f50000,401414
B,16,213,4,BRT,ffffff,050505,ff8100
B,3,51,4201,WTRL,d4af37,000000,d4af37
B,3,39,4095,All,ffffff,0073b7,ffffff
B,4,35,791,Race3R,000000,2bc3f4,ffffff
B,2,30,4585,TeamFRL,ffffff,ff0000,318ce7
B,1,26,4713,eCKD,ffffff,ff0000,000000
B,1,23,3627,Velo Schils,fafafa,ff0000,000000
B,1,17,588,Team Italy,dd4b39,ffffff,00a65a
B,1,15,3653,UTT,ffffff,0019ff,ff0000
B,1,15,2363,KRS,ffffff,35b59e,000000
B,1,13,2281,TeamNL,ffffff,ffa500,ffa500
B,1,11,90,Vikings,c2c2c2,0073b7,ee6331
B,1,11,1872,VC Cycling,ffffff,0073b7,ffffff
B,1,9,3790,G-T,ffffff,ffa500,0073b7
B,1,9,4742,EVOLUTION,ff09ff,2e1c1c,ff09ff
B,1,9,11744,CRC_RC,ffffff,eb1313,050505
B,1,7,3743,ABZ-DYN,ffffff,0073b7,ffffff
B,1,7,11287,GHMCC,1a1370,d9aaaa,700b0b
B,1,7,3937,RACC,300c0c,e30000,ffffff
B,1,7,2860,NTR,000000,ffff00,ffffff
B,1,5,2740,Team CRYO-GEN,ffffff,009fe3,0c1e4f
B,1,5,10,TFC,111111,f3f300,111111
B,1,5,2324,GNF,ffffff,ff00e6,21c732
B,1,3,3919,CONED,ffffff,37474d,fb7689
B,1,3,6177,1stchardwheelers,ffffff,0073b7,ffffff
B,1,1,3049,HSIL,f3f6f7,1763bf,0f18e8
C,19,299,4,BRT,ffffff,050505,ff8100
C,5,87,168,Team Type 1,ffffff,0073b7,ffffff
C,2,13,7423,England CC,ffffff,d24848,3b3b6b
C,1,10,10,TFC,111111,f3f300,111111
C,2,9,4630,TugaZ,ffffff,ff1f00,33735b
C,1,9,4713,eCKD,ffffff,ff0000,000000
C,1,7,7158,CWCC,ffffff,fc0202,050000
C,1,7,1965,BIKES-FR,000000,f2ad00,000000
C,1,5,3743,ABZ-DYN,ffffff,0073b7,ffffff
C,1,5,11629,Team B,000000,e8e824,000000
C,1,4,2639,HERD,383c3d,fc6719,383c3d
C,1,3,3726,DelFlo,ffffff,800080,800080
D,1,10,7423,England CC,ffffff,d24848,3b3b6b
D,1,7,4,BRT,ffffff,050505,ff8100
D,1,7,7106,ICF,ffffff,0073b7,ffffff
D,1,5,10977,SuperCycles,ffffff,0073b7,ffffff
