category,events,points,tid,tname,tc,tbc,tbd
A,2,33,3964,Saris + The Pros Closet,ffffff,00c653,ffcd00
A,2,20,1845,VEGAN,ffffff,00a65a,0adb2c
A,1,15,1634,[DRAFT],ffffff,e60d2e,000000
A,2,13,629,Team AHDR,fc6955,55d4fc,ffffff
A,1,13,9860,Saint Piran Development,ffffff,0073b7,ffffff
A,1,11,7763,RSG,de7e7e,004880,ffffff
A,1,11,6568,/fs/,09ed00,bd00f0,09ed00
A,1,10,4230,Team High Rollers,c90101,7dc8e0,4b418c
A,1,10,2298,Rowe & King,ffffff,2b5bb8,2fba4e
A,1,9,775,Sandane SK,ffffff,0073b7,ffffff
A,1,7,11951,A L I E N,2e64fe,a9f5a9,9a2efe
A,1,7,9226,MSC,ffffff,e67e22,ffffff
A,1,7,10003,JETT,ff00ff,ffff00,00ff00
A,2,6,2740,Team CRYO-GEN,ffffff,009fe3,0c1e4f
A,1,5,4,BRT,ffffff,050505,ff8100
A,1,5,2659,Team MBBC Racing,ffffff,0073b7,ff091e
A,1,2,7878,Big Orange,ffffff,ff4500,000000
B,3,50,1845,VEGAN,ffffff,00a65a,0adb2c
B,3,38,2707,DIRT,29ec34,211208,df6a0d
B,3,25,4,BRT,ffffff,050505,ff8100
B,1,23,2649,Dutch Diesel Cycling,ffffff,ef7124,23398f
B,1,17,3964,Saris + The Pros Closet,ffffff,00c653,ffcd00
B,1,13,4811,EveryManJack,ffffff,2ac4ea,333333
B,1,13,11939,DZR,ffffff,ff0000,ffffff
B,1,11,35,BZR cycling team,f3f300,111111,dd4b39
B,1,10,11952,BIK,d11e1e,000000,ffffff
B,1,10,79,USMES,ffffff,0073b7,ffffff
B,1,9,5235,VCK,ffffff,000000,ffffff
B,1,7,3141,ICT,ffffff,ff0a01,0300e5
B,1,7,10,TFC,111111,f3f300,111111
B,1,7,1469,TeamZF(Spokes.fit),f5f5f5,0623a9,cf3a42
B,1,5,791,Race3R,000000,2bc3f4,ffffff
B,1,4,3759,Glassforge,ffffff,0081f2,ffffff
B,1,1,4222,FFZ,ffffff,1010de,ff0000
C,10,108,4,BRT,ffffff,050505,ff8100
C,1,19,10231,Islington CC,ffffff,001c3d,001c3d
C,1,10,11818,RHINO,d9a3a3,872424,ffffff
C,1,7,7680,Ravens,ffffff,0073b7,ffffff
C,1,7,32,SZ,ffffff,285697,ffd700
C,1,5,1929,CS010/Koers,ffffff,000000,00a65a
C,1,1,8266,Njinga Cycling,ffff00,000000,ffffff
D,2,17,4,BRT,ffffff,050505,ff8100
D,1,10,8266,Njinga Cycling,ffff00,000000,ffffff
