category,events,points,tid,tname,tc,tbc,tbd
A,5,87,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,5,45,4,BRT,ffffff,050505,ff8100
A,4,44,975,Innovation,000000,52ff33,000000
A,2,39,2,Team X,f5f7f6,111111,00a65a
A,4,27,9,Vision,ffffff,2ea9e0,000000
A,2,26,2570,Walsall Lads,ffffff,0073b7,ffffff
A,4,23,1330,teamWKG,fa5e06,3f4c54,3f4c54
A,1,15,1426,Team CLS,3d9970,ffffff,ffffff
A,1,13,25,Team Poland,ffffff,ff1800,ff0000
A,1,11,2971,SWOZR,ffffff,0073b7,ffffff
A,1,9,3185,FUSION DEVELOPMENT,ffffff,0a1e29,ffffff
A,1,9,302,LAMONT,ffffff,0073b7,ffffff
A,1,7,783,VS CYCLES,ffffff,0073b7,ffffff
A,1,7,3780,GF Capital/H&E Enterprise,ffffff,0073b7,ffffff
A,1,7,4327,TRB,e84444,ffffff,000000
A,1,5,2163,KLD,0073b7,ffffff,0073b7
A,1,5,60,TBR Racing,ffffff,0073b7,ffffff
B,4,71,629,Team AHDR,fc6955,55d4fc,ffffff
B,3,51,2659,Team MBBC Racing,ffffff,0073b7,ff091e
B,2,44,791,Race3R,000000,2bc3f4,ffffff
B,2,34,1740,FinishStrong,ffffff,0073b7,ffffff
B,2,26,35,BZR cycling team,f3f300,111111,dd4b39
B,3,25,4,BRT,ffffff,050505,ff8100
B,1,23,775,Sandane SK,ffffff,0073b7,ffffff
B,1,17,2649,Dutch Diesel Cyc,ffffff,e35221,23398f
B,1,15,32,Sz,f3f300,0073b7,f3f300
B,1,10,189,Pedal Racing,ffffff,0073b7,ffffff
B,1,9,10,TFC,111111,f3f300,111111
B,1,9,1940,Vixen/Fox,7409a6,f79d4b,ffffff
B,1,9,554,INTENT,ffffff,0073b7,ffffff
B,2,6,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,1,5,588,Team Italy,dd4b39,ffffff,00a65a
C,2,21,3369,IRL,ffffff,32968e,e66f1a
C,1,15,2738,WATTBIKE,ffffff,000000,ff3535
C,1,15,90,Vikings,c2c2c2,0073b7,ee6331
C,1,13,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
C,1,10,2257,CM SPORTS ,03e803,000000,080101
C,1,7,1348,Saints and Spinners CC,ffffff,236192,236192
