category,events,points,tid,tname,tc,tbc,tbd
A,1,18,36,KISS RT,f56600,012350,84b7ca
A,1,13,1986,DBR,ffffff,eb7b2a,ffffff
A,1,11,791,Race3R,000000,2bc3f4,ffffff
A,1,10,25,Team Poland,ffffff,ff1800,ff0000
A,1,10,4,BRT,ffffff,050505,ff8100
A,1,10,4327,TRB,e84444,ffffff,000000
A,1,10,1405,AFC,ff0000,000000,cc0000
A,1,9,1,PTz,ffffff,403d3a,e3680f
A,1,7,2571,Equipe JZQc,ffffff,003399,ffffff
A,1,7,4201,WTRL,f5f3f3,8f8f8f,010000
A,1,5,9,Vision,ffffff,2ea9e0,000000
B,1,23,574,Team France,dd4b39,ffffff,0073b7
B,1,19,90,Vikings,c2c2c2,0073b7,ee6331
B,2,17,4,BRT,ffffff,050505,ff8100
B,1,11,1,PTz,ffffff,403d3a,e3680f
B,1,10,10,TFC,111111,f3f300,111111
B,1,10,60,TBR Racing,ffffff,0073b7,ffffff
B,1,7,1986,DBR,ffffff,eb7b2a,ffffff
B,1,7,2980,iGregari,ffffff,0073b7,ffffff
B,1,5,41,RuhrRiders,ff8700,000000,5cb0fc
B,1,5,3455,HCH.CC,000000,ffff00,8c8181
B,1,4,2214,PST,ffffff,0073b7,ffffff
C,2,33,4,BRT,ffffff,050505,ff8100
C,1,19,1458,CycleChat,ffffff,0073b7,ffffff
C,1,18,2888,VC10,ffffff,ff0000,ffffff
C,2,17,10,TFC,111111,f3f300,111111
C,1,15,2,Team X,f5f7f6,111111,00a65a
C,1,13,35,BZR cycling team,f3f300,111111,dd4b39
C,1,10,2639,HERD,383c3d,fc6719,383c3d
C,1,10,7,TeamODZ,ff851b,111111,3c8dbc
C,1,9,2980,iGregari,ffffff,0073b7,ffffff
C,1,7,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
C,1,7,2298,Rowe & King,ffffff,2b5bb8,2fba4e
C,1,5,2618,Team ANDORRA,0018a8,fff72c,d52b1e
D,7,82,4,BRT,ffffff,050505,ff8100
D,5,71,2570,Walsall Lads,ffffff,0073b7,ffffff
D,4,56,4291,BadAss,ffffff,0073b7,ffffff
D,2,20,2639,HERD,383c3d,fc6719,383c3d
D,1,18,2281,TeamNL,ffffff,ffa500,ffa500
D,1,18,1986,DBR,ffffff,eb7b2a,ffffff
D,1,13,2013,IBTC,ffffff,0073b7,ffffff
D,1,11,975,Innovation,000000,52ff33,000000
D,1,11,2991,KirchmairCycling,210606,f2e80d,000103
D,1,9,1330,teamWKG,fa5e06,3f4c54,3f4c54
D,1,7,791,Race3R,000000,2bc3f4,ffffff
D,1,7,10,TFC,111111,f3f300,111111
D,2,5,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
