category,events,points,tid,tname,tc,tbc,tbd
A,3,41,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,4,40,975,Innovation,000000,52ff33,000000
A,1,18,3964,IndoorSpecialist.com,ffffff,1b4970,f7850e
A,1,18,2,Team X,f5f7f6,111111,00a65a
A,1,15,25,Team Poland,ffffff,ff1800,ff0000
A,1,15,984,HFR,ffffff,0073b7,ffffff
A,1,11,392,GFTbe,ffffff,0073b7,ffffff
A,1,9,3894,DCVELO ,ffffff,1c6ea1,f51b1b
B,3,29,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,2,26,4,BRT,ffffff,050505,ff8100
B,1,18,629,Team AHDR,fc6955,55d4fc,ffffff
B,2,16,35,BZR cycling team,f3f300,111111,dd4b39
B,1,15,1942,ZRG,1bc1f1,5b5b5b,1bc1f1
B,1,13,1094,Team ER,ffffff,0073b7,ffffff
B,1,7,1677,Team Fearless,001f3f,39cccc,01ff70
B,1,1,168,Team Type 1,ffffff,0073b7,ffffff
C,2,25,90,Vikings,c2c2c2,0073b7,ee6331
C,2,16,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
C,1,7,632,CTWT,ffffff,0073b7,ffffff
D,1,10,4,BRT,ffffff,050505,ff8100
