category,events,points,tid,tname,tc,tbc,tbd
A,11,149,4,BRT,ffffff,050505,ff8100
A,4,73,36,KISS RT,f56600,012350,84b7ca
A,2,41,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
A,2,28,2144,CANYON,ffffff,ff005d,ff005d
A,1,26,975,Innovation,000000,52ff33,000000
A,1,26,1986,DBR,ffffff,eb7b2a,ffffff
A,1,19,25,Team Poland,ffffff,ff1800,ff0000
A,1,18,4165,&#9981;,ffffff,ffffff,ffffff
A,1,17,1826,BOC,ffffff,0073b7,ffffff
A,2,14,843,MDCC,ffffff,0073b7,ffffff
A,1,13,144,NCVC,ffffff,0073b7,ffffff
A,1,13,2734,PLCC,ffffff,00ff00,000000
A,1,11,2298,Rowe & King,ffffff,2b5bb8,2fba4e
A,1,9,2779,FINESSE,f7f915,0ccaff,00a8d6
A,1,7,3642,TDLCCYCLING,ffffff,0073b7,ffffff
A,1,5,2,Team X,f5f7f6,111111,00a65a
A,1,1,2146,ZESP,000000,fabd00,ad1519
B,13,164,4,BRT,ffffff,050505,ff8100
B,4,92,629,Team AHDR,fc6955,55d4fc,ffffff
B,4,79,1426,Team CLS,3d9970,ffffff,ffffff
B,4,59,975,Innovation,000000,52ff33,000000
B,1,42,2888,VC10,ffffff,ff0000,ffffff
B,1,37,2991,KirchmairCycling,210606,f2e80d,000103
B,1,33,36,KISS RT,f56600,012350,84b7ca
B,1,29,3208,ART,ffffff,0073b7,ffffff
B,1,26,3003,Groove SES,ffffff,0073b7,ffffff
B,2,18,2707,DIRT,29ec34,563c0f,df6a0d
B,1,17,2553,Team-BSCC,ffffff,0054b7,f20b0b
B,1,13,2922,SDCC,ffffff,0073b7,ffffff
B,1,13,791,Race3R,000000,2bc3f4,ffffff
B,1,11,302,LAMONT,ffffff,0073b7,ffffff
B,1,11,1981,Hale Velo,fafafa,030202,e48528
B,2,8,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,1,7,90,Vikings,c2c2c2,0073b7,ee6331
B,1,7,1986,DBR,ffffff,eb7b2a,ffffff
B,1,7,1942,ZRG,1bc1f1,5b5b5b,1bc1f1
B,1,7,1992,WECC,ffffff,fa01ff,2102fe
B,1,5,588,Team Italy,dd4b39,ffffff,00a65a
B,1,5,1611,GGCC,ffffff,0073b7,ffffff
C,17,213,4,BRT,ffffff,050505,ff8100
C,4,80,168,Team Type 1,ffffff,0073b7,ffffff
C,7,74,10,TFC,111111,f3f300,111111
C,3,52,1426,Team CLS,3d9970,ffffff,ffffff
C,1,21,36,KISS RT,f56600,012350,84b7ca
C,1,17,1330,teamWKG,fa5e06,3f4c54,3f4c54
C,2,12,25,Team Poland,ffffff,ff1800,ff0000
C,1,11,1940,Vixen/Fox,7409a6,f79d4b,ffffff
C,1,5,2699,FHaT,ffffff,faa643,ffffff
D,6,51,4,BRT,ffffff,050505,ff8100
