category,events,points,tid,tname,tc,tbc,tbd
A,21,182,4,BRT,ffffff,050505,ff8100
A,4,51,9,Vision,ffffff,2ea9e0,000000
A,3,43,36,KISS RT,f56600,012350,84b7ca
A,1,18,3185,FUSION DEVELOPMENT,ffffff,0a1e29,ffffff
A,1,11,3367,Purple Train,faff66,5a005a,5a005a
A,1,7,574,Team France,dd4b39,ffffff,0073b7
B,10,135,4,BRT,ffffff,050505,ff8100
B,2,25,2291,NFCC,fcfcfc,d40707,14ab1a
B,2,16,1426,Team CLS,3d9970,ffffff,ffffff
B,1,15,3469,Holmenkollen CK,111e6c,f8dae5,111e6c
B,1,11,1968,PulseTri,000000,f5001d,000000
B,1,11,2639,HERD,383c3d,fc6719,383c3d
B,1,9,1348,Saints and Spinners CC,ffffff,236192,236192
B,1,9,2740,Team CRYO-GEN,ffffff,0073b7,ffffff
B,1,7,1942,ZRG,1bc1f1,5b5b5b,1bc1f1
B,1,7,2665,British Cycling,ffffff,ff001f,0000ff
B,1,5,2281,TeamNL,ffffff,ffa500,ffa500
B,1,5,35,BZR cycling team,f3f300,111111,dd4b39
C,10,85,4,BRT,ffffff,050505,ff8100
C,2,28,4267,WaW,ffffff,000000,ffe600
C,1,9,25,Team Poland,ffffff,ff1800,ff0000
C,1,7,10,TFC,111111,f3f300,111111
C,1,5,1426,Team CLS,3d9970,ffffff,ffffff
D,8,77,4,BRT,ffffff,050505,ff8100
D,1,7,1942,ZRG,1bc1f1,5b5b5b,1bc1f1
