category,events,points,tid,tname,tc,tbc,tbd
A,2,50,9186,BCC - Bees,000000,fcfc01,000000
A,1,50,2707,DIRT,29ec34,563c0f,df6a0d
A,1,50,9,Vision,ffffff,2ea9e0,000000
A,1,40,2779,FINESSE WAHOO,ffffff,000000,000000
A,1,40,629,Team AHDR,fc6955,55d4fc,ffffff
A,1,33,2734,PLCC,ffffff,00ff00,000000
A,1,33,32,Sz,f3f300,0073b7,f3f300
A,2,31,12303,BCC Dynamite,ffffff,fa2fb2,ffffff
A,1,28,5739,TORONTO HUSTLE,ffffff,0073b7,ffc953
A,1,25,4393,EVASO eRT,ffffff,1d81a3,d46363
A,1,22,401,Team FeXY,ffffff,0073b7,ffffff
A,1,20,9226,MSC,ffffff,e67e22,ffffff
A,1,19,9145,CCS,ffffff,0073b7,ffffff
A,1,19,2934,ZwiftScotland,ffffff,0073b7,000000
A,1,18,6870,Sportsolid,ffffff,0073b7,ffffff
A,1,17,9889,GTC,ffffff,0073b7,ffffff
A,1,16,9291,F*CancerTeam,ffffff,000000,ffffff
A,1,15,12298,BCC-Cats,ffffff,01040a,ffffff
B,5,86,9186,BCC - Bees,000000,fcfc01,000000
B,5,55,12298,BCC-Cats,ffffff,01040a,ffffff
B,1,40,3887,ARTP,ffffff,0073b7,ffffff
B,4,28,12303,BCC Dynamite,ffffff,fa2fb2,ffffff
B,3,23,12301,BCC Astros,000000,38c2de,ff46a1
B,3,20,11428,FTroop,000000,fff0f0,2b2b2b
B,1,19,6626,BRC,ffffff,0073b7,c27f7f
B,1,19,11939,DZR,ffffff,ff0000,ffffff
B,1,17,9746,Somerset RC,ffffff,0073b7,e62121
B,1,17,7612,WVS,ffff00,000000,ff0000
B,1,14,9935,MCCC,ed1212,121010,170d0d
B,1,13,5032,VCRT,fccb5a,2d009e,f521f5
B,1,13,391,Team SUI,ffffff,ff0017,ffffff
B,1,12,9957,Biciobiker,ffffff,0073b7,ffffff
B,1,12,90,Vikings,c2c2c2,0073b7,ee6331
B,2,9,2707,DIRT,29ec34,563c0f,df6a0d
B,1,8,12164,DTC,ffffff,9932cc,000000
B,1,7,7266,BCC-A,ffffff,0073b7,ffffff
B,1,7,7245,MTC,e80c0c,fffafa,572a2a
B,1,6,4178,[ ATP ],e0ffff,008b8b,00008b
B,2,2,1965,BIKES-FR,000000,f2ad00,000000
B,1,1,302,LAMONT,ffffff,0073b7,ffffff
B,1,1,35,BZR cycling team,f3f300,111111,dd4b39
B,1,1,7586,AVLC,ffffff,002929,ffffff
B,1,1,10683,PETA-Z,ff0000,ffff00,000000
B,1,1,7097,ICL20,ffffff,0073b7,ffffff
B,1,1,2768,Cranks,ffffff,0073b7,ffffff
C,4,124,4,BRT,ffffff,050505,ff8100
C,6,105,12303,BCC Dynamite,ffffff,fa2fb2,ffffff
C,6,61,12298,BCC-Cats,ffffff,01040a,ffffff
C,1,33,25,Team Poland,ffffff,ff1800,ff0000
C,3,32,9186,BCC - Bees,000000,fcfc01,000000
C,2,25,35,BZR cycling team,f3f300,111111,dd4b39
C,1,25,1965,BIKES-FR,000000,f2ad00,000000
C,1,22,9889,GTC,ffffff,0073b7,ffffff
C,1,20,1963,SLOVENIA,ffffff,95c447,ffffff
C,2,18,12301,BCC Astros,000000,38c2de,ff46a1
C,1,18,11880,ROMEO,ffffff,0073b7,ffffff
C,1,10,12187,RTR,ffffff,ff0000,000000
C,1,9,11428,FTroop,000000,fff0f0,2b2b2b
C,1,3,7266,BCC-A,ffffff,0073b7,ffffff
C,1,1,11711,TriVic,ffffff,0073b7,ffffff
D,2,78,12301,BCC Astros,000000,38c2de,ff46a1
D,1,33,12298,BCC-Cats,ffffff,01040a,ffffff
