category,events,points,tid,tname,tc,tbc,tbd
A,1,50,10625,WEz DEV,ffffff,121111,fc3a3a
A,1,40,629,Team AHDR,fc6955,55d4fc,ffffff
A,1,33,2951,BeMCT,000000,adff2f,000000
A,1,33,12291,EWX,ffffff,0073b7,ffffff
A,1,22,4178,[ ATP ],e0ffff,008b8b,00008b
A,1,20,2734,PLCC,ffffff,00ff00,000000
A,1,18,5032,VCRT,fccb5a,2d009e,f521f5
B,1,40,2707,DIRT,29ec34,563c0f,df6a0d
B,1,33,4,BRT,ffffff,050505,ff8100
B,1,33,2014,TOAC,ffffff,f00a94,ffffff
B,1,28,3233,IF Fr&oslash;y,ffffff,227829,e84141
B,1,19,7347,WMZ,ffffff,0073b7,ffffff
C,1,50,2245,Fanatik,ffffff,f5bc1f,000000
C,2,42,12187,RTR,ffffff,ff0000,000000
C,1,25,8037,JFTeam,ff0000,ffffff,e00202
C,1,22,12237,WUTANG,e2a42b,030303,e2a42b
C,1,19,10,TFC,111111,f3f300,111111
C,1,18,2571,Equipe JZQc,ffffff,003399,ffffff
C,1,16,4,BRT,ffffff,050505,ff8100
D,4,151,4,BRT,ffffff,050505,ff8100
