category,events,points,tid,tname,tc,tbc,tbd
A,2,13,32,SZ,ffffff,285697,ffd700
A,1,10,9802,Milverton CC,ffffff,0073b7,ffffff
A,1,10,3369,IRL,ffffff,000000,00b84a
A,1,7,11028,Sport-Kaiser Racing,ffffff,0073b7,ffffff
A,1,7,4,BRT,ffffff,050505,ff8100
A,1,5,6213,BSCC,ff0000,ffff00,000000
B,3,40,5648,KWCC,011e41,ffffff,00bed6
B,3,40,4585,TeamFRL,ffffff,ff0000,318ce7
B,4,32,4,BRT,ffffff,050505,ff8100
B,2,28,4201,WTRL,d4af37,000000,d4af37
B,3,19,4095,All,ffffff,0073b7,ffffff
B,1,15,6389,GBST,ffffff,0073b7,ffffff
B,1,13,25,ZTPL.CC,ffffff,ff1800,ff0000
B,1,13,3369,IRL,ffffff,000000,00b84a
B,1,13,35,BZR cycling team,f3f300,111111,dd4b39
B,1,11,10,TFC,111111,f3f300,111111
B,1,10,629,Team AHDR,fc6955,55d4fc,ffffff
B,1,9,6676,BUSTINSKIN,ef5000,000000,ef5300
B,1,7,244,ABRT,ffffff,0073b7,ffffff
B,1,7,32,SZ,ffffff,285697,ffd700
B,1,5,4375,GSA,ffffff,0073b7,ffffff
B,1,5,4460,GCA,000000,f50000,401414
B,1,5,1426,Team CLS,3d9970,ffffff,ffffff
B,1,2,588,Team Italy,dd4b39,ffffff,00a65a
C,7,47,4,BRT,ffffff,050505,ff8100
C,1,18,4241,PBearsCC,fa1010,f4f442,fa0a0a
C,1,15,1611,GGCC,ffffff,0073b7,ffffff
C,1,13,1986,DBR,ffffff,eb7b2a,ffffff
C,1,11,2639,HERD,383c3d,fc6719,383c3d
C,1,10,90,Vikings,c2c2c2,0073b7,ee6331
C,1,10,9417,TRi4W,ffffff,0073b7,ffffff
C,1,9,5312,Zwift Ldn,ffffff,0073b7,ffffff
C,1,7,35,BZR cycling team,f3f300,111111,dd4b39
D,2,20,4,BRT,ffffff,050505,ff8100
D,1,10,1458,CycleChat,ffffff,0073b7,ffffff
D,1,7,2707,DIRT,29ec34,211208,df6a0d
