category,events,points,tname,tid,tc,tbc,tbd,name,flag,zwid,podiums
A,1,6,,0,00dd00,,,Chris Burke,us,88319,
A,1,6,,0,00dd00,,,kevin thompson,us,92113,
A,1,6,,0,00dd00,,,Brendan Q,ca,540381,
A,1,6,Team +1S,1414,fff500,ff00d6,00ffb2,Jay Huang,cn,337058,
A,1,5,,0,00dd00,,,Kris Neil,gb,115312,
A,1,4,,0,00dd00,,,John Pitton #RideFanatik,us,708225,
A,1,4,,0,00dd00,,,Chris Smith ZHR A,gb-wls,70787,
A,1,4,,0,00dd00,,,Mega Rath 4879,ca,1069613,
A,1,3,,0,00dd00,,,Jesse Rengers 1285,nl,924458,
A,1,3,Palmares,1167,ffffff,0073b7,ffffff,Tommy Brown,us,254808,
A,1,3,,0,00dd00,,,Ryan Oliver,ca,1161392,
A,1,2,BRT,4,ffffff,050505,ff8100,Glebster Carr [BRT],gb,572357,
A,1,2,,0,00dd00,,,Patrick Hogan,us,1065099,
B,1,43,Vision,9,ffffff,2ea9e0,000000,Motti Pikelny,us,274786,gold
B,1,40,,0,00dd00,,,Jimmy Eidersten,se,906104,silver
B,1,38,Team Poland,25,ffffff,ff1800,ff0000,Lukasz Ciszek,pl,994636,bronze
B,1,36,PTz,1,ffffff,403d3a,e3680f,Jos&eacute; Figueiredo,pt,394401,
B,1,34,KISS RT,36,f56600,012350,84b7ca,Sonic The Hedgehog,gb,49294,
B,1,32,,0,00dd00,,,Chris White,gb,116696,
B,1,30,VSR,3829,000000,b5f202,3b1c1c,Joseph Alachoyan,us,247933,
B,1,28,,0,00dd00,,,Geir Rasmussen,no,805875,
B,1,27,CyclingHub,2635,f65000,00364a,ffffff,Timothy Termont &#128169;,be,121658,gold
B,1,26,,0,00dd00,,,Pawel Gilewski [ZG&oacute;ra],pl,819901,
B,1,24,,0,00dd00,,,Mick Moller,dk,954400,silver
B,1,24,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Reiner Heming ZRG-R,de,800245,
B,1,22,PTz,1,ffffff,403d3a,e3680f,Antonio Nascimento,pt,26542,bronze
B,1,22,,0,00dd00,,,Mike Herle,nl,292576,
B,2,21,,0,00dd00,,,Zachary Schuster,us,208201,gold
B,1,20,BRT,4,ffffff,050505,ff8100,Shunts [BRT],au,183300,
B,1,20,KirchmairCycling,2991,210606,f2e80d,000103,Andreas Kasperek (KC),de,86467,
B,1,19,ZRG,1942,1bc1f1,5b5b5b,1bc1f1,Christian Hoffmann (ZRG) ,de,635173,gold
B,1,19,,0,00dd00,,,Alex Marshall,gb,929228,gold
B,1,19,,0,00dd00,,,Paul Williams (ACC),au,396403,gold
B,1,18,,0,00dd00,,,Raymond Beiler,us,69128,
B,1,18,,0,00dd00,,,Pascal Zimmer,de,274921,
B,1,16,,0,00dd00,,,Willem Koster 1897,nl,403523,silver
B,1,16,,0,00dd00,,,B olsen 4161,ca,173595,silver
B,1,16,BRT,4,ffffff,050505,ff8100,Dolph Meyer ,gb,166047,
B,1,16,PulseTri,1968,000000,f5001d,000000,Kevin Derrig8650,ie,502351,
B,1,16,,0,00dd00,,,Casey Clarke,us,104890,silver
B,5,15,BRT,4,ffffff,050505,ff8100,Darren Green (BRT) - Team Zwatt,gb,30856,gold silver silver
B,1,14,DBR,1986,ffffff,eb7b2a,ffffff,Thomas Schioldan S&oslash;rensen,dk,382111,bronze
B,1,14,,0,00dd00,,,Lars-B&ouml;rje Johansson,se,658200,bronze
B,1,14,,0,00dd00,,,Larry Sawrenko,ca,217358,
B,1,14,,0,00dd00,,,Florian Draisma,nl,1012566,
B,1,14,,0,00dd00,,,Bob Cunha,us,536751,bronze
B,1,12,BZR cycling team,35,f3f300,111111,dd4b39,Filip Feyaerts,be,471548,
B,1,12,,0,00dd00,,,Jonas Bakkane(B)(Egencia),us,491400,
B,1,12,,0,00dd00,,,Rolv Brudal,no,551812,
B,1,12,,0,00dd00,,,Derek Redel,us,879291,
B,1,12,GSZ,3992,ffffff,0073b7,ffffff,Morgan Cabot,ca,967586,
B,1,11,ZSUN,161,ffffff,0073b7,ffffff,Cerys Thomas,gb,170334,gold
B,1,10,,0,00dd00,,,Brian Guarraci,us,518454,
B,1,10,,0,00dd00,,,Lindy Edwards,gb,263401,
B,1,10,,0,00dd00,,,Wouter Born,nl,376452,
B,1,10,,0,00dd00,,,Mikal Isdal,no,316451,
B,1,9,,0,00dd00,,,Jonathan Jahnke,us,682479,
B,1,8,,0,00dd00,,,Jason Tijsseling,us,78145,
B,1,8,,0,00dd00,,,Oddvar Grenning,no,447011,
B,1,8,C100,3437,ffffff,0073b7,ffffff,Max Nuger,ca,459865,silver
B,1,8,,0,00dd00,,,Ben Gibbs,gb,436835,silver
B,1,8,,0,00dd00,,,Erik Stier,us,126661,
B,1,8,BRT,4,ffffff,050505,ff8100,Rob Spink,gb,402361,
B,1,8,,0,00dd00,,,M Ford,us,692526,
B,1,7,TNC,3938,ffffff,0073b7,ffffff,pieter-Jan Fioole,nl,1023947,
B,1,6,,0,00dd00,,,Niels Hubers l QddS,nl,498652,
B,1,6,,0,00dd00,,,Chimparoony III,,71531,
B,1,6,,0,00dd00,,,Jacob Karne,dk,742192,bronze
B,1,6,,0,00dd00,,,Oliver Rae,gb,776078,bronze
B,1,6,ZHR,1979,ff0000,03228c,03228c,Gary Crays (PDX),us,587722,
B,1,6,,0,00dd00,,,Paul Alachoyan,us,294829,
B,1,4,BRT,4,ffffff,050505,ff8100,Peter Walker,ca,115121,
B,1,4,BRT,4,ffffff,050505,ff8100,Shane McQuillan [BRT],nz,1050046,
B,1,4,,0,00dd00,,,Freek Sengers,nl,1109395,
B,1,4,Ricambi Racing,2568,ffffff,b70000,0d7d33,D P,ao,59923,
B,1,3,,0,00dd00,,,John Fee,us,957234,
B,1,3,,0,00dd00,,,Peter Niday,us,434028,
B,1,3,,0,00dd00,,,Chris Griffin,us,506977,
B,1,2,BikePro,3315,ffffff,000000,ffffff,Jonas Knudsen,dk,1357,
B,1,2,,0,00dd00,,,Henrik Storm,se,1016410,
B,1,2,,0,00dd00,,,Charles Brewer,us,474016,
C,1,19,,0,00dd00,,,Keith Butterworth,nz,806439,gold
C,1,19,,0,00dd00,,,robin mitchell,ca,86878,gold
C,1,19,BRT,4,ffffff,050505,ff8100,Patch Harvey [BRT],gb,88086,gold
C,1,19,DIRT,2707,29ec34,563c0f,df6a0d,Neil Tabor,us,833738,gold
C,1,16,BRT,4,ffffff,050505,ff8100,Craig Christie BRT ,gb-sct,130703,silver
C,1,16,,0,00dd00,,,Chris Voicu,de,3647,silver
C,1,14,Team Italy,588,dd4b39,ffffff,00a65a,Max B,it,496308,bronze
C,1,14,,0,00dd00,,,Wesley Davis,kz,874929,bronze
C,1,14,,0,00dd00,,,Kevin Behan USMES 9052,ie,884711,bronze
C,1,14,,0,00dd00,,,Carlos Danger,ca,491396,bronze
C,1,12,,0,00dd00,,,Adam Ferguson,gb,986858,
C,1,12,,0,00dd00,,,Gary Wolstencroft C,gb,556125,
C,1,12,Team ANDORRA,2618,0018a8,fff72c,d52b1e,Agusti Segarra,ad,362995,
C,1,12,,0,00dd00,,,Crystal Strong,us,816765,
C,1,11,Team Italy,588,dd4b39,ffffff,00a65a,David Hampton AWCC,gb-eng,73355,gold
C,1,11,,0,00dd00,,,Kevin Santos,us,109701,gold
C,1,10,,0,00dd00,,,Krzysztof NIEBO! (Zgrupka),pl,863449,
C,1,10,Vikings,90,c2c2c2,0073b7,ee6331,Oeyvind Holmen(V),no,808317,
C,1,10,,0,00dd00,,,Ephraim Hinkle FairviewMTB,us,256004,
C,1,10,,0,00dd00,,,Henning Maagerud,no,506776,
C,1,8,Team Italy,588,dd4b39,ffffff,00a65a,Romi Dal Magro,it,191416,
C,1,8,AFM,3506,ffffff,0073b7,ffffff,Ellen Strickland 7015,us,632796,
C,1,8,,0,00dd00,,,Steve Kruger,us,654610,silver
C,1,8,BRT,4,ffffff,050505,ff8100,Art Pacione [BRT],us,112213,silver
C,1,8,,0,00dd00,,,Haggis Harraghy,im,755929,
C,1,8,,0,00dd00,,,Catherine Walberg,us,225107,
C,1,8,,0,00dd00,,,Christian Maschek (9668),at,1049865,silver
C,1,6,,0,00dd00,,,Joris van Veen,be,336569,
C,1,6,,0,00dd00,,,Richard van Dooren,nl,222470,bronze
C,1,6,TeamCZ,3492,ffffff,0073b7,ff0000,Ivan Posmourny ,cz,533354,bronze
C,1,6,BRT,4,ffffff,050505,ff8100,Andy Wall,ca,84884,
C,1,6,DBR,1986,ffffff,eb7b2a,ffffff,Jonas Kildedal DBR,dk,1131265,
C,1,6,,0,00dd00,,,Mark Beddingfield,us,878254,bronze
C,1,4,,0,00dd00,,,KOS Nicolle,au,863429,
C,1,4,TugaZRT,2466,ffffff,ff1f00,33735b,Antonio Gouveia [TugaZ],pt,680896,
C,1,4,,0,00dd00,,,I moldandslow,us,903294,
C,1,4,,0,00dd00,,,Brian Berkelbach,us,560331,
C,1,2,,0,00dd00,,,Team Mexico(230lbs)5964,us,973109,
D,1,11,,0,00dd00,,,Phillip Garforth9471,gb,842098,gold
D,1,11,,0,00dd00,,,ANTHONY GRIFONI8512,fr,919467,gold
D,1,11,,0,00dd00,,,Vincent Mcglinchey3919,,832052,gold
D,1,11,BRT,4,ffffff,050505,ff8100,mike catania,us,29674,gold
D,1,8,,0,00dd00,,,Thomas Possien,us,174575,silver
D,1,8,,0,00dd00,,,Tom Shiffer,us,304410,silver
